FORCE    3           101 0      -0.005  1.      0.      0.      
FORCE    3           202 0      -0.01   1.      0.      0.      
FORCE    3           303 0      -0.01   1.      0.      0.      
FORCE    3           404 0      -0.01   1.      0.      0.      
FORCE    3           505 0      -0.01   1.      0.      0.      
FORCE    3           606 0      -0.01   1.      0.      0.      
FORCE    3           707 0      -0.01   1.      0.      0.      
FORCE    3           808 0      -0.01   1.      0.      0.      
FORCE    3           909 0      -0.01   1.      0.      0.      
FORCE    3          1010 0      -0.01   1.      0.      0.      
FORCE    3          1111 0      -0.01   1.      0.      0.      
FORCE    3          1212 0      -0.01   1.      0.      0.      
FORCE    3          1313 0      -0.01   1.      0.      0.      
FORCE    3          1414 0      -0.01   1.      0.      0.      
FORCE    3          1515 0      -0.01   1.      0.      0.      
FORCE    3          1616 0      -0.01   1.      0.      0.      
FORCE    3          1717 0      -0.01   1.      0.      0.      
FORCE    3          1818 0      -0.01   1.      0.      0.      
FORCE    3          1919 0      -0.01   1.      0.      0.      
FORCE    3          2020 0      -0.01   1.      0.      0.      
FORCE    3          2121 0      -0.01   1.      0.      0.      
FORCE    3          2222 0      -0.01   1.      0.      0.      
FORCE    3          2323 0      -0.01   1.      0.      0.      
FORCE    3          2424 0      -0.01   1.      0.      0.      
FORCE    3          2525 0      -0.01   1.      0.      0.      
FORCE    3          2626 0      -0.01   1.      0.      0.      
FORCE    3          2727 0      -0.01   1.      0.      0.      
FORCE    3          2828 0      -0.01   1.      0.      0.      
FORCE    3          2929 0      -0.01   1.      0.      0.      
FORCE    3          3030 0      -0.01   1.      0.      0.      
FORCE    3          3131 0      -0.01   1.      0.      0.      
FORCE    3          3232 0      -0.01   1.      0.      0.      
FORCE    3          3333 0      -0.01   1.      0.      0.      
FORCE    3          3434 0      -0.01   1.      0.      0.      
FORCE    3          3535 0      -0.01   1.      0.      0.      
FORCE    3          3636 0      -0.01   1.      0.      0.      
FORCE    3          3737 0      -0.01   1.      0.      0.      
FORCE    3          3838 0      -0.01   1.      0.      0.      
FORCE    3          3939 0      -0.01   1.      0.      0.      
FORCE    3          4040 0      -0.01   1.      0.      0.      
FORCE    3          4141 0      -0.01   1.      0.      0.      
FORCE    3          4242 0      -0.01   1.      0.      0.      
FORCE    3          4343 0      -0.01   1.      0.      0.      
FORCE    3          4444 0      -0.01   1.      0.      0.      
FORCE    3          4545 0      -0.01   1.      0.      0.      
FORCE    3          4646 0      -0.01   1.      0.      0.      
FORCE    3          4747 0      -0.01   1.      0.      0.      
FORCE    3          4848 0      -0.01   1.      0.      0.      
FORCE    3          4949 0      -0.01   1.      0.      0.      
FORCE    3          5050 0      -0.01   1.      0.      0.      
FORCE    3          5151 0      -0.01   1.      0.      0.      
FORCE    3          5252 0      -0.01   1.      0.      0.      
FORCE    3          5353 0      -0.01   1.      0.      0.      
FORCE    3          5454 0      -0.01   1.      0.      0.      
FORCE    3          5555 0      -0.01   1.      0.      0.      
FORCE    3          5656 0      -0.01   1.      0.      0.      
FORCE    3          5757 0      -0.01   1.      0.      0.      
FORCE    3          5858 0      -0.01   1.      0.      0.      
FORCE    3          5959 0      -0.01   1.      0.      0.      
FORCE    3          6060 0      -0.01   1.      0.      0.      
FORCE    3          6161 0      -0.01   1.      0.      0.      
FORCE    3          6262 0      -0.01   1.      0.      0.      
FORCE    3          6363 0      -0.01   1.      0.      0.      
FORCE    3          6464 0      -0.01   1.      0.      0.      
FORCE    3          6565 0      -0.01   1.      0.      0.      
FORCE    3          6666 0      -0.01   1.      0.      0.      
FORCE    3          6767 0      -0.01   1.      0.      0.      
FORCE    3          6868 0      -0.01   1.      0.      0.      
FORCE    3          6969 0      -0.01   1.      0.      0.      
FORCE    3          7070 0      -0.01   1.      0.      0.      
FORCE    3          7171 0      -0.01   1.      0.      0.      
FORCE    3          7272 0      -0.01   1.      0.      0.      
FORCE    3          7373 0      -0.01   1.      0.      0.      
FORCE    3          7474 0      -0.01   1.      0.      0.      
FORCE    3          7575 0      -0.01   1.      0.      0.      
FORCE    3          7676 0      -0.01   1.      0.      0.      
FORCE    3          7777 0      -0.01   1.      0.      0.      
FORCE    3          7878 0      -0.01   1.      0.      0.      
FORCE    3          7979 0      -0.01   1.      0.      0.      
FORCE    3          8080 0      -0.01   1.      0.      0.      
FORCE    3          8181 0      -0.01   1.      0.      0.      
FORCE    3          8282 0      -0.01   1.      0.      0.      
FORCE    3          8383 0      -0.01   1.      0.      0.      
FORCE    3          8484 0      -0.01   1.      0.      0.      
FORCE    3          8585 0      -0.01   1.      0.      0.      
FORCE    3          8686 0      -0.01   1.      0.      0.      
FORCE    3          8787 0      -0.01   1.      0.      0.      
FORCE    3          8888 0      -0.01   1.      0.      0.      
FORCE    3          8989 0      -0.01   1.      0.      0.      
FORCE    3          9090 0      -0.01   1.      0.      0.      
FORCE    3          9191 0      -0.01   1.      0.      0.      
FORCE    3          9292 0      -0.01   1.      0.      0.      
FORCE    3          9393 0      -0.01   1.      0.      0.      
FORCE    3          9494 0      -0.01   1.      0.      0.      
FORCE    3          9595 0      -0.01   1.      0.      0.      
FORCE    3          9696 0      -0.01   1.      0.      0.      
FORCE    3          9797 0      -0.01   1.      0.      0.      
FORCE    3          9898 0      -0.01   1.      0.      0.      
FORCE    3          9999 0      -0.01   1.      0.      0.      
FORCE    3         10100 0      -0.01   1.      0.      0.      
FORCE    3         10201 0      -0.005  1.      0.      0.      
