GRID           1        0.      0.      0.      
GRID           2        0.0030300.      0.      
GRID           3        0.0060600.      0.      
GRID           4        0.0090900.      0.      
GRID           5        0.0121210.      0.      
GRID           6        0.0151510.      0.      
GRID           7        0.0181810.      0.      
GRID           8        0.0212120.      0.      
GRID           9        0.0242420.      0.      
GRID          10        0.0272720.      0.      
GRID          11        0.0303030.      0.      
GRID          12        0.0333330.      0.      
GRID          13        0.0363630.      0.      
GRID          14        0.0393930.      0.      
GRID          15        0.0424240.      0.      
GRID          16        0.0454540.      0.      
GRID          17        0.0484840.      0.      
GRID          18        0.0515150.      0.      
GRID          19        0.0545450.      0.      
GRID          20        0.0575750.      0.      
GRID          21        0.0606060.      0.      
GRID          22        0.0636360.      0.      
GRID          23        0.0666660.      0.      
GRID          24        0.0696970.      0.      
GRID          25        0.0727270.      0.      
GRID          26        0.0757570.      0.      
GRID          27        0.0787870.      0.      
GRID          28        0.0818180.      0.      
GRID          29        0.0848480.      0.      
GRID          30        0.0878780.      0.      
GRID          31        0.0909090.      0.      
GRID          32        0.0939390.      0.      
GRID          33        0.0969690.      0.      
GRID          34        0.1     0.      0.      
GRID          35        0.10303 0.      0.      
GRID          36        0.1060610.      0.      
GRID          37        0.1090910.      0.      
GRID          38        0.1121210.      0.      
GRID          39        0.1151520.      0.      
GRID          40        0.1181820.      0.      
GRID          41        0.1212120.      0.      
GRID          42        0.1242420.      0.      
GRID          43        0.1272730.      0.      
GRID          44        0.1303030.      0.      
GRID          45        0.1333330.      0.      
GRID          46        0.1363640.      0.      
GRID          47        0.1393940.      0.      
GRID          48        0.1424240.      0.      
GRID          49        0.1454550.      0.      
GRID          50        0.1484850.      0.      
GRID          51        0.1515150.      0.      
GRID          52        0.1545450.      0.      
GRID          53        0.1575760.      0.      
GRID          54        0.1606060.      0.      
GRID          55        0.1636360.      0.      
GRID          56        0.1666670.      0.      
GRID          57        0.1696970.      0.      
GRID          58        0.1727270.      0.      
GRID          59        0.1757580.      0.      
GRID          60        0.1787880.      0.      
GRID          61        0.1818180.      0.      
GRID          62        0.1848480.      0.      
GRID          63        0.1878790.      0.      
GRID          64        0.1909090.      0.      
GRID          65        0.1939390.      0.      
GRID          66        0.19697 0.      0.      
GRID          67        0.2     0.      0.      
GRID          68        0.20303 0.      0.      
GRID          69        0.2060610.      0.      
GRID          70        0.2090910.      0.      
GRID          71        0.2121210.      0.      
GRID          72        0.2151520.      0.      
GRID          73        0.2181820.      0.      
GRID          74        0.2212120.      0.      
GRID          75        0.2242420.      0.      
GRID          76        0.2272730.      0.      
GRID          77        0.2303030.      0.      
GRID          78        0.2333330.      0.      
GRID          79        0.2363640.      0.      
GRID          80        0.2393940.      0.      
GRID          81        0.2424240.      0.      
GRID          82        0.2454550.      0.      
GRID          83        0.2484850.      0.      
GRID          84        0.2515150.      0.      
GRID          85        0.2545450.      0.      
GRID          86        0.2575760.      0.      
GRID          87        0.2606060.      0.      
GRID          88        0.2636360.      0.      
GRID          89        0.2666670.      0.      
GRID          90        0.2696970.      0.      
GRID          91        0.2727270.      0.      
GRID          92        0.2757580.      0.      
GRID          93        0.2787880.      0.      
GRID          94        0.2818180.      0.      
GRID          95        0.2848480.      0.      
GRID          96        0.2878790.      0.      
GRID          97        0.2909090.      0.      
GRID          98        0.2939390.      0.      
GRID          99        0.29697 0.      0.      
GRID         100        0.3     0.      0.      
GRID         101        0.      0.0030300.      
GRID         102        0.0030300.0030300.      
GRID         103        0.0060600.0030300.      
GRID         104        0.0090900.0030300.      
GRID         105        0.0121210.0030300.      
GRID         106        0.0151510.0030300.      
GRID         107        0.0181810.0030300.      
GRID         108        0.0212120.0030300.      
GRID         109        0.0242420.0030300.      
GRID         110        0.0272720.0030300.      
GRID         111        0.0303030.0030300.      
GRID         112        0.0333330.0030300.      
GRID         113        0.0363630.0030300.      
GRID         114        0.0393930.0030300.      
GRID         115        0.0424240.0030300.      
GRID         116        0.0454540.0030300.      
GRID         117        0.0484840.0030300.      
GRID         118        0.0515150.0030300.      
GRID         119        0.0545450.0030300.      
GRID         120        0.0575750.0030300.      
GRID         121        0.0606060.0030300.      
GRID         122        0.0636360.0030300.      
GRID         123        0.0666660.0030300.      
GRID         124        0.0696970.0030300.      
GRID         125        0.0727270.0030300.      
GRID         126        0.0757570.0030300.      
GRID         127        0.0787870.0030300.      
GRID         128        0.0818180.0030300.      
GRID         129        0.0848480.0030300.      
GRID         130        0.0878780.0030300.      
GRID         131        0.0909090.0030300.      
GRID         132        0.0939390.0030300.      
GRID         133        0.0969690.0030300.      
GRID         134        0.1     0.0030300.      
GRID         135        0.10303 0.0030300.      
GRID         136        0.1060610.0030300.      
GRID         137        0.1090910.0030300.      
GRID         138        0.1121210.0030300.      
GRID         139        0.1151520.0030300.      
GRID         140        0.1181820.0030300.      
GRID         141        0.1212120.0030300.      
GRID         142        0.1242420.0030300.      
GRID         143        0.1272730.0030300.      
GRID         144        0.1303030.0030300.      
GRID         145        0.1333330.0030300.      
GRID         146        0.1363640.0030300.      
GRID         147        0.1393940.0030300.      
GRID         148        0.1424240.0030300.      
GRID         149        0.1454550.0030300.      
GRID         150        0.1484850.0030300.      
GRID         151        0.1515150.0030300.      
GRID         152        0.1545450.0030300.      
GRID         153        0.1575760.0030300.      
GRID         154        0.1606060.0030300.      
GRID         155        0.1636360.0030300.      
GRID         156        0.1666670.0030300.      
GRID         157        0.1696970.0030300.      
GRID         158        0.1727270.0030300.      
GRID         159        0.1757580.0030300.      
GRID         160        0.1787880.0030300.      
GRID         161        0.1818180.0030300.      
GRID         162        0.1848480.0030300.      
GRID         163        0.1878790.0030300.      
GRID         164        0.1909090.0030300.      
GRID         165        0.1939390.0030300.      
GRID         166        0.19697 0.0030300.      
GRID         167        0.2     0.0030300.      
GRID         168        0.20303 0.0030300.      
GRID         169        0.2060610.0030300.      
GRID         170        0.2090910.0030300.      
GRID         171        0.2121210.0030300.      
GRID         172        0.2151520.0030300.      
GRID         173        0.2181820.0030300.      
GRID         174        0.2212120.0030300.      
GRID         175        0.2242420.0030300.      
GRID         176        0.2272730.0030300.      
GRID         177        0.2303030.0030300.      
GRID         178        0.2333330.0030300.      
GRID         179        0.2363640.0030300.      
GRID         180        0.2393940.0030300.      
GRID         181        0.2424240.0030300.      
GRID         182        0.2454550.0030300.      
GRID         183        0.2484850.0030300.      
GRID         184        0.2515150.0030300.      
GRID         185        0.2545450.0030300.      
GRID         186        0.2575760.0030300.      
GRID         187        0.2606060.0030300.      
GRID         188        0.2636360.0030300.      
GRID         189        0.2666670.0030300.      
GRID         190        0.2696970.0030300.      
GRID         191        0.2727270.0030300.      
GRID         192        0.2757580.0030300.      
GRID         193        0.2787880.0030300.      
GRID         194        0.2818180.0030300.      
GRID         195        0.2848480.0030300.      
GRID         196        0.2878790.0030300.      
GRID         197        0.2909090.0030300.      
GRID         198        0.2939390.0030300.      
GRID         199        0.29697 0.0030300.      
GRID         200        0.3     0.0030300.      
GRID         201        0.      0.0060600.      
GRID         202        0.0030300.0060600.      
GRID         203        0.0060600.0060600.      
GRID         204        0.0090900.0060600.      
GRID         205        0.0121210.0060600.      
